ID,DATA,DIALOG,CLASS,,
1440,ฉันรู้สึกตัวซีด,8,ซีด โลหิตจาง,,
1441,ฉันมีความรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1442,ฉันมีความรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1443,ฉันมีความรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1444,ฉันมีอาการปากซีด,8,ซีด โลหิตจาง,,
1445,ฉันมีอาการหน้าซีด,8,ซีด โลหิตจาง,,
1446,ฉันมีอาการตัวซีด,8,ซีด โลหิตจาง,,
1447,ฉันอาการปากซีด,8,ซีด โลหิตจาง,,
1448,ฉันอาการหน้าซีด,8,ซีด โลหิตจาง,,
1449,ฉันอาการตัวซีด,8,ซีด โลหิตจาง,,
1450,ฉันภาวะปากซีด,8,ซีด โลหิตจาง,,
1451,ฉันภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1452,ฉันภาวะตัวซีด,8,ซีด โลหิตจาง,,
1453,ฉันมีสภาวะปากซีด,8,ซีด โลหิตจาง,,
1454,ฉันมีสภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1455,ฉันมีสภาวะตัวซีด,8,ซีด โลหิตจาง,,
1456,ฉันรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1457,ฉันรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1458,ฉันรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1459,ฉันปากซีด,8,ซีด โลหิตจาง,,
1460,ฉันหน้าซีด,8,ซีด โลหิตจาง,,
1461,ฉันตัวซีด,8,ซีด โลหิตจาง,,
1462,เรารู้สึกปากซีด,8,ซีด โลหิตจาง,,
1463,เรารู้สึกหน้าซีด,8,ซีด โลหิตจาง,,
1464,เรารู้สึกตัวซีด,8,ซีด โลหิตจาง,,
1465,เรามีความรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1466,เรามีความรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1467,เรามีความรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1468,เรามีอาการปากซีด,8,ซีด โลหิตจาง,,
1469,เรามีอาการหน้าซีด,8,ซีด โลหิตจาง,,
1470,เรามีอาการตัวซีด,8,ซีด โลหิตจาง,,
1471,เราอาการปากซีด,8,ซีด โลหิตจาง,,
1472,เราอาการหน้าซีด,8,ซีด โลหิตจาง,,
1473,เราอาการตัวซีด,8,ซีด โลหิตจาง,,
1474,เราภาวะปากซีด,8,ซีด โลหิตจาง,,
1475,เราภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1476,เราภาวะตัวซีด,8,ซีด โลหิตจาง,,
1477,เรามีสภาวะปากซีด,8,ซีด โลหิตจาง,,
1478,เรามีสภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1479,เรามีสภาวะตัวซีด,8,ซีด โลหิตจาง,,
1480,เรารู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1481,เรารู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1482,เรารู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1483,เราปากซีด,8,ซีด โลหิตจาง,,
1484,เราหน้าซีด,8,ซีด โลหิตจาง,,
1485,เราตัวซีด,8,ซีด โลหิตจาง,,
1486,ข้ารู้สึกปากซีด,8,ซีด โลหิตจาง,,
1487,ข้ารู้สึกหน้าซีด,8,ซีด โลหิตจาง,,
1488,ข้ารู้สึกตัวซีด,8,ซีด โลหิตจาง,,
1489,ข้ามีความรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1490,ข้ามีความรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1491,ข้ามีความรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1492,ข้ามีอาการปากซีด,8,ซีด โลหิตจาง,,
1493,ข้ามีอาการหน้าซีด,8,ซีด โลหิตจาง,,
1494,ข้ามีอาการตัวซีด,8,ซีด โลหิตจาง,,
1495,ข้าอาการปากซีด,8,ซีด โลหิตจาง,,
1496,ข้าอาการหน้าซีด,8,ซีด โลหิตจาง,,
1497,ข้าอาการตัวซีด,8,ซีด โลหิตจาง,,
1498,ข้าภาวะปากซีด,8,ซีด โลหิตจาง,,
1499,ข้าภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1500,ข้าภาวะตัวซีด,8,ซีด โลหิตจาง,,
1501,ข้ามีสภาวะปากซีด,8,ซีด โลหิตจาง,,
1502,ข้ามีสภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1503,ข้ามีสภาวะตัวซีด,8,ซีด โลหิตจาง,,
1504,ข้ารู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1505,ข้ารู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1506,ข้ารู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1507,ข้าปากซีด,8,ซีด โลหิตจาง,,
1508,ข้าหน้าซีด,8,ซีด โลหิตจาง,,
1509,ข้าตัวซีด,8,ซีด โลหิตจาง,,
1510,รู้สึกปากซีด,8,ซีด โลหิตจาง,,
1511,รู้สึกหน้าซีด,8,ซีด โลหิตจาง,,
1512,รู้สึกตัวซีด,8,ซีด โลหิตจาง,,
1513,มีความรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1514,มีความรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1515,มีความรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1516,มีอาการปากซีด,8,ซีด โลหิตจาง,,
1517,มีอาการหน้าซีด,8,ซีด โลหิตจาง,,
1518,มีอาการตัวซีด,8,ซีด โลหิตจาง,,
1519,อาการปากซีด,8,ซีด โลหิตจาง,,
